,Forest area,CO2 emissions,Life expectancy,GNI per capita
108,0.12058169855028125,0.8525695423150208,0.5471163829720289,0.050785083415112856
109,0.09333885067954298,0.7084411969891604,0.60925652078155,0.0429342492639843
110,0.631174155264752,0.8161266525996385,0.7285249132263529,0.09421000981354269
111,0.13201511973302948,0.9186148688947009,0.665229839851493,0.03716879293424927
112,0.4796219947485388,0.99133339535494,0.26413491489160856,0.0030667320902845927
113,0.44891314986088193,0.9725899237429668,0.4411163200453071,0.014106967615309126
114,0.08270486874806908,0.9291178695916031,0.31626970392977377,0.05434249263984298
115,0.4269088364988215,0.9782731294126262,0.5181700909291128,0.011776251226692836
116,0.11258345827230043,0.6610071457105715,0.8992712011253139,0.6127330716388616
117,0.38563133269797095,0.7207380517173245,0.9275114860452323,0.5074828263002944
118,0.2906222181394492,0.970577022464093,0.5983701979045402,0.018891069676153092
119,0.008667964699273455,0.9973687592560824,0.2729131925872321,0.0040480863591756625
120,0.24370354160055382,0.9769906142034755,0.0034609697007834195,0.022571148184494603
121,0.40760192297963077,0.8520421248559975,0.6801787732819277,0.06759077526987242
122,0.34322932803284156,0.6947996431097476,0.9575244627631121,0.9616045142296369
123,0.0,0.28894519991748857,0.6915646729383633,0.2071884200196271
124,0.04953829380716587,0.964556872693132,0.4245036654815469,0.014720314033366046
125,0.5831126891202308,0.899798310415163,0.7513450586791679,0.1572620215897939
126,0.8127812950476319,0.9758175823085293,0.4093383255199322,0.027600588812561333
127,0.4160109334712125,0.9493260097419743,0.6420098794953277,0.06526005888125613
128,0.5800583350638223,0.9377524093054714,0.6572066828178588,0.07090284592737979
129,0.2474328041258531,0.9472713435055296,0.6085643268413932,0.0383954857703631
130,0.31794327054660215,0.6657459615639072,0.7464053110153226,0.18498527968596665
131,0.3711028633743284,0.8290071285553797,0.8872230360915447,0.265333660451423
132,0.30910167997085175,0.8390675931775463,0.6757278588108545,0.15321393523061824
133,0.5110286969428699,0.4896309504152798,0.584015998735327,0.12917075564278704
134,0.11477552722009109,0.99669439065793,0.44039266274423433,0.00662414131501472
135,0.5969629186211728,0.9577021530363978,0.6289840480760155,0.046368989205103045
136,0.5549505303287402,0.9720763607690726,0.4722021206305256,0.023061825318940136
137,0.004583039886166791,0.35135840964257703,0.7381933738161911,0.2723258096172718
138,0.43014552642473436,0.9718735556511537,0.4791555233930088,0.01521099116781158
139,0.3195160499337978,0.6955051935979873,0.6827879300408334,0.08856722276741903
140,0.7520508763812952,0.7243964379924102,0.7695807622267775,0.16229146221786064
141,0.36046546659712636,0.9956848599831875,0.2198030393606644,0.00331207065750736
142,0.22254887687450406,0.6512036888874266,0.9970378396795956,0.6751717369970559
143,0.4111541959612653,0.7590962354639749,0.757916296716376,0.2325809617271835
144,0.6310229330402753,0.7310397595266988,0.8732563734409333,0.3088812561334642
145,0.9253228933798948,0.9867628284551232,0.548154673882264,0.026005888125613347
146,0.09778068439742647,0.9996650672518648,0.10036812132271962,0.0023307163886162907
147,0.14421386921724463,0.6967334850684417,0.39250542742975786,0.07200686947988223
148,0.3815984302941007,0.8064643058071845,0.9298904230901167,0.33010304219823355
149,0.35060170138611957,0.9560661561137078,0.7430387313972878,0.04489695780176644
150,0.43426962270975794,0.7805319326562431,0.5930843532706161,0.23552502453385674
151,0.34948348690937947,0.874566445043832,0.6493723059497214,0.10267419038272817
152,0.7512153629104497,0.9057564460484899,0.6087845703678068,0.09948478900883219
153,0.10082102923164353,0.9801602835066269,0.4038951640814273,0.005029440628066732
154,1.0,0.8062144924201139,0.6224711323663595,0.05250245338567223
155,0.029105886603739316,0.946126490139536,0.6092250574206336,0.00662414131501472
156,0.7052266413049175,0.8538384977564025,0.9307806059843312,0.669774288518155
157,0.3296775284435296,0.8173825998431292,0.9509171569707076,1.0
158,0.031266225090801625,0.9569388291303446,0.4787779630620142,0.010181550539744847
159,0.530106416287705,0.9908240135256677,0.42887707264890035,0.010181550539744847
160,0.39927201984721167,0.8322267211958231,0.8336846741968976,0.08218842001962709
161,0.6358610408006184,0.9858473471808713,0.4939118396627125,0.023061825318940136
162,0.22817572963083096,0.9884490825937238,0.2598244344460874,0.008096172718351325
163,0.12753555485564838,0.9503533175291037,0.5710914639901833,0.06108930323846909
164,0.45658686152233896,0.5386262597593523,0.6805210332567726,0.16695289499509322
165,0.04635494492800685,0.8917242630538044,0.7083975710285373,0.03680078508341511
166,0.2963265876399242,0.7808233985688147,0.725954126419784,0.10868498527968597
167,0.3421342331165335,0.9743134001797186,0.3651323034326528,0.07666830225711482
168,0.11961627905803719,0.9956613720155613,0.3169618978699304,0.007360157016683023
169,0.1716162930394437,0.830423959580552,0.5791813847408843,0.041094210009813545
170,0.04578535054885596,0.07859144820121478,0.8233646918163797,0.5076054955839058
171,0.13528756051014365,0.7918114190760243,0.8675776204950805,0.4706820412168793
172,0.3476123743777781,0.40758057763141564,0.7615230722360398,0.790603532875368
173,0.11905369410387763,0.9149149295940366,0.807129597583614,0.19455348380765455
174,0.08588087330433587,0.8476271516452427,0.5523078375232042,0.019013738959764475
175,0.37242564551133395,0.9837502306609351,0.5513010099738855,0.03716879293424927
176,0.4795583965811061,0.8339499786332948,0.7111034200673315,0.03962217860647694
177,0.6188168471944591,0.983170228982524,0.30214265487839415,0.011162904808635918
178,0.462874392319149,0.9773108167624878,0.26262467356763053,0.01521099116781158
